epoch,cpu_mhz_avg,gpu_edge_c,acpi_c,gpu_mhz,gpu_power_w,bat_status,bat_pct,mem_avail_mb
1789941545,2425,72.0,72.0,1600,15.15,Not charging,79,10158
1789941550,2424,71.0,72.0,1600,15.07,Not charging,79,10139
1789941555,2386,72.0,72.0,1600,15.24,Not charging,79,10141
1789941560,2297,70.0,71.0,1600,15.01,Not charging,79,10129
1789941565,2394,71.0,71.0,1600,16.08,Not charging,79,10157
1789941570,2424,71.0,72.0,1600,16.14,Not charging,79,10136
1789941575,2335,72.0,72.0,1600,15.12,Not charging,79,10159
1789941580,2424,71.0,72.0,1600,15.24,Not charging,79,10147
1789941585,2413,71.0,71.0,1600,15.08,Not charging,79,10146
1789941590,2396,71.0,71.0,1600,16.11,Not charging,79,10142
1789941595,2039,72.0,71.0,1600,15.19,Not charging,79,10138
1789941601,2424,71.0,72.0,1600,16.10,Not charging,79,10138
1789941606,2424,72.0,72.0,1600,15.21,Not charging,79,10152
1789941611,2145,72.0,72.0,1600,15.06,Not charging,79,10152
1789941616,2424,71.0,72.0,1578,16.13,Not charging,79,10153
1789941621,2334,71.0,72.0,1600,16.22,Not charging,79,10140
1789941626,2424,72.0,72.0,1600,15.10,Not charging,79,10136
1789941631,1502,73.0,72.0,1600,16.06,Not charging,79,10128
1789941636,1399,74.0,73.0,1600,15.02,Not charging,79,10152
1789941641,2133,62.0,73.0,200,5.09,Not charging,79,10163
